geneid	Genomic	RNA1	RNA2	H3K4me3	H3K36me3	H3K56ac	H3K27me3	ATAC	Promoter_ATAC	Promoter_H3K4me3	Promoter_H3K36me3	Promoter_H3K56ac	Promoter_H3K27me3	UP_ATAC	UP_H3K4me3	UP_H3K36me3	UP_H3K56ac	UP_H3K27me3	DOWN_ATAC	DOWN_H3K4me3	DOWN_H3K36me3	DOWN_H3K56ac	DOWN_H3K27me3	DOWN_ATAC_cov	UP_ATAC_cov	ATAC_cov	Promoter_ATAC_cov	DOWN_Meth_cov	UP_Meth_cov	Promoter_Meth_cov	Meth_cov	DOWN_Genomic_cov	UP_Genomic_cov	DOWN_H3K27me3_cov	UP_H3K27me3_cov	H3K27me3_cov	Promoter_H3K27me3_cov	DOWN_H3K36me3_cov	UP_H3K36me3_cov	H3K36me3_cov	Promoter_H3K36me3_cov	DOWN_H3K4me3_cov	UP_H3K4me3_cov	H3K4me3_cov	Promoter_H3K4me3_cov	DOWN_H3K56ac_cov	UP_H3K56ac_cov	H3K56ac_cov	Promoter_H3K56ac_cov	RNA1_cov	RNA2_cov	gene_body_meth	promoter_meth	UP_meth	DOWN_meth	HAP1_promoter_del	HAP2_promoter_del	dn_ds_hap1	dn_ds_hap2	RNA_BOTH	RNA_cov_both
FAIR_021386-T1	-0.082352662	-0.718760999	-1.26223535	0.047305715	0.079617168	-0.259087221	0.898120386	0.430839355	0.623436649	-1.847996907	0.485426827	-2.137503524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.794935663	3.349082146	2.976363636	NA	-0.516909589	-4.912199838	-4.147094595	NA	3.983677695	NA	0.495695163	0.855989697	0.250961574	NA	0.097610797	2.596935142	1.13093087	NA	0.378511623	2.392317423	1.618238656	NA	0.150559677	1.545968369	1.22650853	4.102818607	4.096951492	1.085391491	1	NA	NA	0	0	-1	-0.584962501	-0.990498174	4.09988505
FAIR_021405-T1	0.061400545	-0.896906507	-1.372417865	-0.156725504	-0.388565288	-0.452512205	-0.222392421	0.210217707	-0.389946518	0	1.459431619	0	1.321928095	-0.459431619	NA	0.584962501	NA	1.584962501	NA	NA	NA	NA	NA	NA	4.964398632	3.463360886	3.12763328	NA	-2.08091859	-2.505235651	-2.958968555	NA	4.904484098	NA	0.887525271	1.014355293	0.773996325	NA	1.372952098	3.300123725	1.232660757	NA	1.117695043	3.35473424	1.286881148	NA	1.09085343	2.301587647	1.049630768	4.633198768	4.412698981	-0.612976877	-0.259386629	-3.700439718	NA	0	0	-1	-1.584962501	-1.134662186	4.522948874
FAIR_021410-T1	-0.130060541	-0.493246332	-0.378756584	-0.862496476	-0.263034406	-0.209453366	1.807354922	0.042310805	-0.37367847	0.321928095	NA	-1.222392421	NA	-0.26223535	-0.866733469	-0.736965594	0.502500341	-1.584962501	-0.181771244	-0.624490865	-0.584962501	-0.736965594	1.321928095	4.980346391	4.914302146	4.656496371	4.99095486	-2.996244623	-3.130631576	-3.470066177	-2.413884995	4.887906173	4.411873884	0.671969225	0.400165236	0.871843649	0.422233001	1.825383242	1.243073997	2.176322773	1.448900951	2.296908949	1.611958375	3.260025656	2.017921908	2.067921709	1.547177159	3.047887329	1.799087306	7.174320464	7.186182532	0.520832163	NA	-0.561878888	0.106915204	0	0	-1	0	-0.436001458	7.180251498
FAIR_021431-T1	-0.122205932	-1.04580369	-0.711654506	-0.48112669	0	0	-0.637429921	0.058893689	-0.064130337	-1.321928095	-1.440572591	-0.08246216	0	-0.196397213	0.353636955	-0.807354922	0.561878888	-0.415037499	NA	NA	NA	NA	NA	NA	5.336640446	3.526068812	3.092545742	NA	-4.839831315	-2.468328782	-4.402003704	NA	4.08236197	NA	0.40053793	1.220329955	0.464668267	NA	1.803227036	2.615887074	1.500802053	NA	2.084064265	3.039138394	1.910732662	NA	2.66448284	2.204766751	1.97819563	3.948444935	4.144474034	1.045323991	-0.182864057	-2.807354922	NA	0	0	-1.584962501	-0.584962501	-0.878729098	4.046459484
FAIR_021452-T1	-0.255838904	0.484411202	0.460552159	0.067114196	-0.263034406	-0.807354922	1.137503524	0.243271151	-1.478047297	-1.321928095	0	-1	-2.321928095	NA	NA	0	NA	-1.584962501	-0.180572246	0	0	-0.321928095	0	4.871226133	4.595145568	4.381975479	3.704871964	-3.405593608	-3.456163823	-2.135265525	-4.043837995	4.483748595	4.450221496	1.201906531	1.070389328	1.443606651	1.063502942	1.612730019	1.422233001	2.513490746	1.03562391	2.800915102	2.364572432	3.182692298	1.10433666	2.369156942	1.799087306	2.381283373	0.992768431	6.277371854	6.275929047	3	-1.152003093	-1.192645078	-1.192645078	0	0	-1	0	0.47248168	6.27665045
FAIR_021459-T1	1.324572816	2.543383397	2.75548775	1.68589141	0.459431619	3.115477217	1.430634354	0.304854582	-0.584962501	0.263034406	1.321928095	-0.584962501	-0.447458977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.646162657	3.007195501	NA	NA	-2.799775959	-4.615708443	NA	NA	NA	NA	3.528571319	3.344828497	NA	NA	1.500802053	1.575312331	NA	NA	3.763411574	2.336283388	NA	NA	1.659924558	1.678071905	5.532522986	5.629321676	0.736965594	0.310340121	NA	NA	0	0	-0.584962501	0.584962501	2.649435573	5.580922331
FAIR_021474-T1	0.35576169	3.678938649	3.636141225	0.915111102	2	0.736965594	-1.273018494	0.451379346	0.821662759	1	0.893084796	0.736965594	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.255500733	3.904965719	NA	NA	-4.219258824	-2.847742749	NA	NA	NA	NA	1.819668183	0.98550043	NA	NA	2.459431619	1.90303827	NA	NA	3.092545742	2.427606173	NA	NA	1.765534746	2.028569152	5.25605962	5.064579723	0.556393349	1	NA	NA	0	0	0	0	3.657539937	5.160319672
FAIR_021520-T1	0.366538982	-2.553253641	-2.627273306	0.14974712	-1.099535674	-0.152003093	0.765534746	-0.352301744	-0.485426827	-0.169925001	1.169925001	-1.263034406	-0.222392421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.550900665	4.018812186	NA	NA	-3.619189795	-2.633738994	NA	NA	NA	NA	1.608809243	1.286881148	NA	NA	2.304511042	1	NA	NA	2.976363636	1.704871964	NA	NA	1.811471031	1.084064265	4.845139033	4.817914085	-0.189477799	0	NA	NA	0	0	0	0	-2.590263473	4.831526559
FAIR_021562-T1	-0.213481367	2.817373678	2.455053178	-1.216811389	0.2410081	0.847996907	-2.899473124	0.978626349	0.152003093	-1.584962501	NA	NA	-2.584962501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.552131108	3.410069692	NA	NA	-4.26437808	-3.897823114	NA	NA	NA	NA	2.313245852	1.286881148	NA	NA	1.339137385	0.847996907	NA	NA	2.147306699	1.056583528	NA	NA	1.49057013	0.713695815	4.14847088	4.257744426	0.530514717	NA	NA	NA	0	0	-2	0	2.636213428	4.203107653
FAIR_021580-T1	-0.607261168	-0.457068481	-0.389042291	-0.36705747	-0.155278225	-0.247927513	-0.192645078	0.171368418	-0.282399731	1.047305715	0.514573173	1.485426827	-0.289506617	NA	NA	NA	NA	NA	0.411314413	-0.584962501	0.736965594	-0.502500341	-0.485426827	4.451540833	NA	3.871843649	2.861955364	-4.647426413	NA	-2.64837701	-9.965784285	4.289096702	NA	1.007195501	NA	0.948600847	1.220329955	0.82374936	NA	2.641546029	1.014355293	1.495695163	NA	3.919340082	1.859969548	1.918386234	NA	2.722466024	1.275007047	8.738535757	8.657784375	0	1.843274496	NA	-1.169925001	0	0	0.415037499	-0.584962501	-0.423055386	8.698160066
FAIR_021598-T1	0.206450877	2.254045623	1.903681039	0.669851398	0	1.637429921	-1.184424571	0.929226926	1.199308808	-0.222392421	2.584962501	0.192645078	-2.047305715	0.184424571	-0.415037499	0	NA	-2	0.018941564	0.415037499	0.893084796	2.906890596	0.347923303	4.548045198	4.394376945	4.479618608	3.298658316	-2.208798627	-3.294893977	-2.499782715	-7.341965479	4.135593729	2.835924074	0.961652052	0.757023247	2.691534165	1.757023247	1.059819606	1.014355293	1.66448284	1.056583528	1.887654523	1.007195501	3.69265037	1.416839742	1.611693698	0.422233001	3.028569152	0.941106311	6.967971891	6.961910721	1	-1.08210108	1	-1.263034406	0	0	-0.584962501	-2	2.078863331	6.964941306
FAIR_021606-T1	-0.144764928	0.158262084	0.193537559	-0.020084246	-0.30367639	0.177396251	-0.238159737	0.17663276	-0.142019005	-0.793549123	0.530514717	-0.584962501	0.554588852	NA	NA	NA	NA	NA	-0.292781749	1.502500341	-1.321928095	3.169925001	0.222392421	4.43162296	NA	3.66448284	2.998195503	-9.965784285	NA	-4.421451327	-3.501535785	3.624100895	NA	1.15704371	NA	1.475084883	3.049630768	0.773996325	NA	2.577730931	1.263034406	1.831877241	NA	2.689299161	2.553360503	0.773996325	NA	1.933572638	0.97819563	4.844875474	4.769330417	-0.338801913	-1	NA	0	0	0	1.115477217	0.263034406	0.175899821	4.807102946
FAIR_021608-T1	0.13675101	2.616258631	2.462343214	0.153474481	-0.166009951	0.245112498	-0.280107919	0.142019005	0.371968777	0.782408565	-0.415037499	-0.2410081	-0.389946518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.307428525	2.063502942	NA	NA	-2.509980325	-2.792898923	NA	NA	NA	NA	2.485426827	3.221877081	NA	NA	1.263034406	0.855989697	NA	NA	2.10433666	2.007195501	NA	NA	1.111031312	1.176322773	3.296397982	3.178154695	-0.502500341	-0.190683562	NA	NA	1	0	0.321928095	-1	2.539300923	3.237276339
FAIR_021616-T1	-0.005495988	-0.050626073	0.097626529	-0.130060541	-0.114399373	0.012939056	0.106915204	0.029544276	-0.094636874	-0.485426827	1.836501268	0.308122295	0.299560282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.787641414	2.908812908	NA	NA	-2.112485894	-3.601396094	NA	NA	NA	NA	1.448900951	0.910732662	NA	NA	2.885574364	1.150559677	NA	NA	2.427606173	1.03562391	NA	NA	1.790772038	1.464668267	5.26471619	5.244609819	0.514573173	-0.510194732	NA	NA	0	0	-0.584962501	-1.584962501	0.023500228	5.254663005
FAIR_021622-T1	-0.10496956	-0.778985292	-0.93132529	0	-0.94753258	-0.330148602	0.415037499	-0.393481356	0.234465254	-0.621488377	-0.459431619	-2.137503524	1.263034406	0.046542586	-1.807354922	1.765534746	-0.514573173	-1	NA	NA	NA	NA	NA	NA	4.785027362	3.663344619	2.847996907	NA	-2.520468305	-2.372650071	-3.194676702	NA	4.669593751	NA	0.963474124	1.214124805	1.124328135	NA	1.432959407	2.924099886	1.580145484	NA	1.608809243	3.283921772	2.025028794	NA	0.970853654	2.304511042	1.40599236	7.745701977	7.932245047	0.155278225	-0.674599713	1.807354922	NA	0	0	0	-0.584962501	-0.855155291	7.838973512
FAIR_021623-T1	-0.064219561	0.772589504	0.99087861	-0.164386818	0.455451768	0.617530363	-0.381870635	-0.003593265	-0.083657929	0.222392421	0.807354922	0.652076697	0.584962501	0.187762857	0.041820176	0.716207034	0.447458977	0.700439718	-0.112474729	-0.093109404	0.925999419	0.716207034	0.584962501	4.017031081	4.972463767	3.700439718	4.038260575	-3.495073357	-4.507254364	-2.57613778	-3.881516135	3.790772038	3.935288396	0.516015147	0.535915651	0.895302621	0.613531653	1.263034406	0.956899482	2.370164281	1.189033824	1.641546029	1.392796199	2.523561956	1.3950628	1.327687364	1.02069159	1.735522177	1.40053793	4.300392843	4.282921453	-0.273018494	-0.222392421	0.91753784	1	0	0	-0.263034406	-1.415037499	0.881734057	4.291657148
FAIR_021628-T1	0.0138058	0.905630049	0.851982255	-0.0085115	-0.294447358	-0.131244533	-0.121990524	-0.134301092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026472211	NA	NA	NA	0	4.320484678	NA	3.303050085	1.891419187	-5.504308405	NA	-2.003730865	-3.470387914	3.396433531	NA	1.815575429	NA	1.459431619	0.678071905	0.659924558	NA	3	0.799087306	1.042644337	NA	3.097610797	1.280956314	0.298658316	NA	1.604071324	0.757023247	5.014573503	4.946041556	-1.072756342	NA	NA	1	0	0	-2.807354922	-2.807354922	0.878806152	4.980307529
FAIR_021629-T1	0.064275641	-0.910669108	-0.718697302	-0.044565552	-0.574315257	-0.269760269	-0.461331152	-0.273993618	1.222392421	-0.362570079	0.678071905	1.222392421	2	NA	NA	NA	NA	NA	-0.42129649	0.561878888	-1.392317423	-0.866733469	0.222392421	4.267128482	NA	3.132576843	1.769771739	-2.06825119	NA	-1.704235295	-2.572287729	3.968474999	NA	0.859394514	NA	1.232660757	0.201633861	1.547202497	NA	2.97819563	0.650764559	1.858934156	NA	2.6622055	0.613531653	1.461393874	NA	1.704871964	0.475084883	4.830678076	4.850921979	0.10396792	NA	NA	-0.27064759	0	0	1	0.415037499	-0.814683205	4.840800028
FAIR_021630-T1	-0.09646284	0.921144579	0.974568785	0.823122238	-0.637429921	-0.511899039	0.893084796	-0.257157839	0.26710407	-0.556393349	-0.214124805	-0.641546029	-2.807354922	-1.075288127	1.807354922	0.415037499	NA	0.584962501	-0.125530882	0.321928095	-1.925999419	-0.906890596	0.125530882	4.43496176	4.099295204	4.018812186	2.937344392	-1.804310693	-4.272086862	-2.92911957	-2.217379131	4.681449265	3.255500733	1.077242999	0.641546029	1.111031312	0.678071905	1.867896464	1.22650853	2.23572706	1.286881148	2.350497247	1.367371066	2.726831217	1.871843649	2.23572706	0.687060688	2.100977648	1.516015147	5.959885478	5.975414767	0.050923935	0.044394119	NA	-0.27064759	0	0	-1	-1.584962501	0.947856682	5.967650122
FAIR_021631-T1	0.211181029	0.527450042	0.408216233	-0.269186633	-1	0.091147888	-0.222392421	-1.192645078	-0.436099115	0.374395515	0.691877705	0.321928095	1.115477217	-0.42129649	0.561878888	-1.392317423	-0.866733469	0.222392421	NA	NA	NA	NA	NA	NA	4.267128482	3.361768359	3.042644337	NA	-2.06825119	-3.688937021	-3.494116318	NA	3.968474999	NA	0.859394514	0.50589093	0.918386234	NA	1.547202497	1.250961574	1.709290636	NA	1.858934156	2.321928095	2.169925001	NA	1.461393874	2.464668267	2.160274831	4.884739097	4.910656237	-0.378511623	-0.137503524	-0.27064759	NA	0	0	0	1	0.467833138	4.897697667
FAIR_021639-T1	-0.026967048	0.740031897	0.592122292	-0.109972842	0.258311996	0.490325627	0.447458977	0.115477217	0.02075856	-0.482392767	1.105353	0.100928909	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.234194723	4.247927513	NA	NA	-4.177754747	-3.727061377	NA	NA	NA	NA	1.350497247	0.871843649	NA	NA	2.6622055	2.592158002	NA	NA	3.404630684	3.039138394	NA	NA	2.50589093	3.030336078	3.990714453	4.150632035	-0.067114196	0.106915204	NA	NA	0	0	-0.584962501	0.678071905	0.666077095	4.070673244
FAIR_021644-T1	0.316857105	1.123692217	0.654556975	0.969626351	0.154885602	0	-0.801454321	-0.138923266	0.140177658	0.263034406	-0.552541023	0.514573173	0.222392421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.478971805	3.014355293	NA	NA	-2.450472236	-3.651646204	NA	NA	NA	NA	1.250961574	1.13093087	NA	NA	2.582556003	2.09085343	NA	NA	2.916476644	2.634593268	NA	NA	1.40053793	1.790772038	3.937259807	3.943582924	-0.514573173	-1.523561956	NA	NA	0	0	0	-0.222392421	0.889124596	3.940421365
FAIR_021654-T1	0.063158353	1.104602211	1.277984747	0.301890342	-0.387023123	0.552541023	-0.304854582	0.320645129	0.652076697	4	0.459431619	-0.321928095	0.514573173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.718087584	2.277984747	NA	NA	-2.382562513	-3.402674622	NA	NA	NA	NA	1.459431619	1.042644337	NA	NA	2.680324357	1.049630768	NA	NA	2.843983844	1.292781749	NA	NA	1.835924074	1.014355293	5.28556954	5.318985522	-0.166009951	0.289506617	NA	NA	0	0	1.222392421	0	1.191293479	5.302277531
FAIR_021658-T1	0.153805336	-0.934714895	-0.905496014	-0.152003093	0	2.050626073	-1.321928095	0.403355694	0.018615678	-2.36923381	-3	0.485426827	-0.584962501	0.047461354	-0.097297201	-0.378511623	0	1	NA	NA	NA	NA	NA	NA	4.690975738	3.859969548	3.625270489	NA	-4.653189252	-3.863308483	-4.680247051	NA	3.794935663	NA	1.15704371	1.632268215	1	NA	1.169925001	1.350497247	0.970853654	NA	1.910732662	3.244887059	1.13093087	NA	2.316145742	2.839959587	1.713695815	9.37547289	9.440371871	0	0.762960803	-0.502500341	NA	0	0	1	-1	-0.920105454	9.407922381
FAIR_021659-T1	-0.311944006	-0.601818397	-0.653675251	-0.152003093	NA	1	NA	0	-0.087462841	-0.112474729	-1.584962501	1.440572591	-0.652076697	0.047461354	-0.097297201	-0.378511623	0	1	NA	NA	NA	NA	NA	NA	4.690975738	3.66106548	3.831877241	NA	-4.653189252	-4.477920259	-9.965784285	NA	3.794935663	NA	1.15704371	0.956056652	1.704871964	NA	1.169925001	1.560714954	1.35614381	NA	1.910732662	2.86393845	3.493134922	NA	2.316145742	2.678071905	3.09592442	10.25955968	10.19809712	0	0.584962501	-0.502500341	NA	0	0	0	1	-0.627746824	10.2288284
FAIR_021661-T1	0.03562391	-0.626439137	-0.242134325	-0.424885285	-0.491853096	0.5360529	0.547487795	0.0138058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43162296	3.379898164	NA	NA	-1.756206557	-3.241225081	NA	NA	NA	NA	1.13093087	0.454175893	NA	NA	3.060047384	1.03562391	NA	NA	3.080657663	1.169925001	NA	NA	2.201633861	0.799087306	4.576391331	4.593066119	0.216811389	0	NA	NA	0	0	2.321928095	-0.584962501	-0.434286731	4.584728725
FAIR_021664-T1	-0.255729605	0.141889571	0.094279948	0.105610188	0.297493877	-0.222392421	0.866733469	0.089575354	-0.2410081	0	0	NA	NA	NA	NA	NA	NA	NA	0.779874186	0.321928095	-0.700439718	0	1.584962501	4.058316496	NA	3.7473874	2.575312331	-2.537741843	NA	-3.446038941	-3.67452605	3.911691582	NA	0.321928095	NA	0.963474124	0.333423734	1.250961574	NA	3.049630768	1.257010618	1.646162657	NA	3.016139703	1.14404637	1.084064265	NA	1.855989697	1.176322773	6.001199972	5.992099348	0.451379346	1.321928095	NA	0	0	0	1	-0.321928095	0.118084759	5.99664966
FAIR_021665-T1	-0.061525254	-0.501930668	-0.34770725	-0.231730286	-0.270961322	-0.438884241	-1.209453366	0.022367813	0.067904065	1.440572591	0.584962501	-1	0	0.091340312	0.7589919	0.530514717	-1.137503524	-0.362570079	0.091340312	0.7589919	0.530514717	-1.137503524	-0.362570079	5.184677021	5.184677021	3.588564737	5.217230716	-9.965784285	-9.965784285	-9.965784285	-3.060269508	3.895302621	3.895302621	0.669026766	0.669026766	1.028569152	0.687060688	0.918386234	0.918386234	2.659924558	0.879705766	1.150559677	1.150559677	2.526068812	1.084064265	1.350497247	1.350497247	1.464668267	1.384049807	4.684590936	4.698310143	0.125530882	NA	NA	NA	0	0	2	0.222392421	-0.424818959	4.69145054
FAIR_021670-T1	-0.126679799	-0.896495424	-1	-0.05626822	-0.311659759	0.175849835	0.263034406	0.290837517	1.57634937	-0.807354922	-0.485426827	-0.637429921	1.169925001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.434294618	3.855989697	NA	NA	-2.195903672	-2.812554478	NA	NA	NA	NA	0.98550043	0.59454855	NA	NA	2.513490746	0.604071324	NA	NA	2.596935142	1.500802053	NA	NA	1.531069493	1.250961574	5.261237824	5.272542909	0.169925001	1.235628248	NA	NA	0	0	0	-1	-0.948247712	5.266890367
FAIR_021671-T1	0.435924866	-0.73039294	-0.980168828	0.172180975	0.433896527	-0.405256478	-0.91753784	0.39260011	0.584962501	-0.096215315	-0.415037499	1.103093493	-4.247927513	NA	NA	NA	NA	NA	0.325770161	0.078002512	1.099535674	-0.514573173	-2.700439718	4.553599382	NA	4.438958148	3.456806149	-2.322223916	NA	-2.547133205	-2.505105891	4.523202147	NA	1.066485798	NA	1.007195501	0.910732662	2.030991758	NA	2.137503524	2.286881148	1.956803756	NA	2.304511042	3.003602237	1.452213146	NA	1.929790998	3.229587923	5.067499705	4.920873992	0.093109404	-1.777607579	NA	0	0	0	-1	0	-0.855280884	4.994186849
FAIR_021672-T1	-0.254421276	-1.009277814	-0.153116714	-1.893084796	0.415037499	0.387023123	-2.321928095	-0.266786541	0.840219556	0	0	-0.415037499	1	0.325770161	0.078002512	1.099535674	-0.514573173	-2.700439718	NA	NA	NA	NA	NA	NA	4.553599382	4.079804755	4.325530332	NA	-2.322223916	-2.751069077	-5.757696276	NA	4.523202147	NA	1.066485798	0.970853654	0.871843649	NA	2.030991758	1.659924558	1.618238656	NA	1.956803756	2.207892852	1.895302621	NA	1.452213146	1.835924074	1.773996325	5.691677597	5.781159083	NA	0.485426827	0	NA	0	0	1.321928095	2	-0.581197264	5.73641834
FAIR_021673-T1	0.210198239	-0.368459802	-0.535863251	-0.058526077	-0.110558375	-0.175679676	0.021695071	-0.319689623	0.547487795	-0.197036847	0.540568381	0.289506617	0.447458977	NA	NA	NA	NA	NA	0.325770161	0.078002512	1.099535674	-0.514573173	-2.700439718	4.553599382	NA	3.333423734	3.08236197	-2.322223916	NA	-2.899644268	-3.660965405	4.523202147	NA	1.066485798	NA	1.049630768	1.23878686	2.030991758	NA	2.195347598	1.321928095	1.956803756	NA	2.622930351	2.336283388	1.452213146	NA	1.790772038	1.49057013	4.474821076	4.343935622	-0.050849141	-0.324129003	NA	0	0	0	-0.289506617	0.710493383	-0.452161526	4.409378349
FAIR_021675-T1	-0.087307118	1.107313024	0.889355936	0.278859373	0.127755547	-0.60334103	-1.080170349	-0.457583194	-0.108059746	-0.430634354	1.280107919	-0.247927513	0.099535674	NA	NA	NA	NA	NA	0.465663572	0.050626073	-0.152003093	0.836501268	1.321928095	4.94016675	NA	3.132576843	3.576522138	-4.212502006	NA	-6.442268146	-2.77657188	4.820689561	NA	1.176322773	NA	1.361768359	1.042644337	2.86393845	NA	2.634593268	1.427606173	3.631104282	NA	2.994579724	1.550900665	3.612352499	NA	1.933572638	1.384049807	4.680165062	4.687056864	-0.131244533	0.736965594	NA	0	0	0	-1	-2	0.99833448	4.683610963
FAIR_021683-T1	-0.276840205	-1.208064384	-1.119342094	0.20029865	0.181282233	0.10433666	0.049753035	0.109347396	-0.952694285	-0.678071905	0.347923303	-0.621488377	0	-0.474602053	0.137503524	0.362570079	0.247927513	0.637429921	-0.249228606	0.093109404	-0.206450877	-1	0.192645078	4.68219057	4.479677591	4.005399988	3.651912745	-6.914959258	-5.582657273	-2.459002685	-3.846356706	4.09041258	4.03241772	0.929686635	0.913197974	1.310340121	0.604071324	1.422142606	1.344627213	2.861955364	1.10433666	1.689699581	1.549075011	2.618238656	1.117695043	1.575279838	1.41492478	2.09085343	1.084064265	5.622963156	5.533851841	-0.073063462	0.565333694	0	-1	0	0	0.736965594	1.700439718	-1.163703239	5.578407498
FAIR_021695-T1	0.107397791	-0.684338664	-0.625834782	-0.321928095	0.040641984	0.520832163	-1.347923303	0.032666189	-0.103093493	0.229481846	-1.502500341	-1.263034406	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.084064265	2.754887502	NA	NA	-3.017024117	-2.82610083	NA	NA	NA	NA	1.021479727	0.678071905	NA	NA	2.935459748	1.580145484	NA	NA	3.124328135	2.160274831	NA	NA	2.307428525	1.632268215	4.226616172	4.222096132	0.159780444	0.584962501	NA	NA	0	0	1.584962501	-1.584962501	-0.655086723	4.224356152
FAIR_021702-T1	-0.074000581	-0.582500563	-0.445437452	-0.304854582	0	-0.336283388	-0.234465254	0.198779864	-0.128897733	-0.63076619	-0.35614381	-0.090197809	-0.485426827	0.03675855	-0.657112286	0.032421478	-0.518467089	-0.106915204	0.022720077	-0.520256811	0.064130337	-0.500428991	-0.280107919	4.581237207	4.649615459	4.465974465	3.543495883	-5.32739388	-9.965784285	-7.123450192	-5.294978871	4.490810753	4.169123281	1.292553382	1.13093087	1.3950628	1.007195501	3.376113375	2.44625623	3.931683057	1.584962501	3.742324055	2.94673086	4.250961574	2.192194165	2.42049342	2.454175893	2.767654798	1.910732662	8.143643395	8.142703687	0.362570079	1	0	0	0	0	2.584962501	0.736965594	-0.513969007	8.143173541
FAIR_021706-T1	-0.362570079	-1.514573173	-1.488747185	0.443606651	-1.700439718	-1.788495895	1.280107919	-0.380604002	0.061400545	-0.807354922	-2.662965013	-1.874469118	-1	-0.482016199	-3.459431619	-1	-1	0.321928095	-1.177304532	-1.874469118	-2.415037499	-0.263034406	3.906890596	4.46139759	4.224194664	3.010779839	2.893362211	-5.491046685	-5.119921798	-4.22522937	-4.069031278	4.252476214	3.931683057	1.111031312	0.641546029	1.531069493	1.384049807	1.207892852	1.40053793	1.22650853	2.077242999	1.427606173	0.98550043	1.682573297	3.204766751	0.98550043	1.599317794	1.3950628	2.59454855	3.593441298	3.57338912	0.0489096	-0.206450877	-1.584962501	1	0	0	1	0	-1.501660179	3.583415209
FAIR_021707-T1	0.05294888	-2.095157233	-1.978626349	-0.807354922	-2.662965013	-1.874469118	-1	0.061400545	0.754887502	-0.289506617	0.678071905	-1.678071905	0.736965594	-0.482016199	-3.459431619	-1	-1	0.321928095	-1.177304532	-1.874469118	-2.415037499	-0.263034406	3.906890596	4.46139759	4.224194664	2.914564523	2.422233001	-5.491046685	-5.119921798	-3.643785405	-4.29181337	4.252476214	3.931683057	1.111031312	0.641546029	1.384049807	0.970853654	1.207892852	1.40053793	2.080657663	1.097610797	1.427606173	0.98550043	3.195347598	1.803227036	0.98550043	1.599317794	2.592158002	1.333423734	4.638303923	4.646772189	-0.115477217	1	-1.584962501	1	0	0	-0.584962501	-1.584962501	-2.036891791	4.642538056
FAIR_021716-T1	-0.248631341	-0.691004138	-0.660223904	-0.142252583	-0.119909464	-0.454565863	0.434402824	-0.457681837	-0.093109404	0.271302022	-0.469485283	0.584962501	1.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.871843649	3.639232163	NA	NA	-4.119510755	-4.82255102	NA	NA	NA	NA	1.257010618	0.799087306	NA	NA	2.313245852	1.480265122	NA	NA	2.771885579	1.992768431	NA	NA	1.669026766	1.077242999	4.087416648	4.081744245	0.612976877	-0.160464672	NA	NA	0	0	1.584962501	0	-0.675614021	4.084580446
FAIR_021718-T1	0.329551336	-0.458585215	-0.289849912	-0.010726407	-0.122856748	-0.342105977	0.160464672	0.452714702	-0.135776779	-0.61667136	0.514573173	-0.621488377	-0.807354922	-0.02358682	0.169925001	-0.870716983	-0.251538767	0.321928095	NA	NA	NA	NA	NA	NA	5.178307854	3.92314918	4.830356747	NA	-5.20017173	-4.250611657	-3.356540973	NA	4.046210501	NA	0.929666755	1.15704371	1.244887059	NA	2.150866979	2.454175893	0.925999419	NA	2.373425092	2.625270489	1.416839742	NA	2.19048937	1.996388746	1.327687364	5.049000106	5.056910789	0.315355441	0.415037499	1	NA	0	0	1	1.321928095	-0.374217563	5.052955448
